Nome da Empresa;Categoria;website;Qtd Funcionários;Data da Fundação;Localização
Excellence Consultants;Consultoria de gerenciamento;http://www.excellence-consultants.com.br;2-10;2004;Rua Pereira Neves 619, CS 27, Maricá, Rio de Janeiro 24900-660,
Hevo Marketing;Consultoria de gerenciamento;https://www.hevomarketing.com.br;2-10;2019;Campo Grande, Mato Grosso do Sul
INOWA Consultoria & Tecnologia;Consultoria de gerenciamento;http://www.inowa.com.br;11-50;2019;Rio de Janeiro, Rio de Janeiro 22775033,
Rossi & Tok Conselheiros Digitais;Consultoria de gerenciamento;http://www.rossitok.com.br;2-10;2020;Praça Dom José Gaspar 134, Bairro Republica, 7º andar, Conjunto 73, Edificio Metropolitano, São Paulo, São Paulo 01047-912,
Netproj Consulting;Consultoria de gerenciamento;http://www.netproj.com.br;2-10;1996;Rua da Sesmaria 9 Guabirotuba, Curitiba, Paraná 81520-600,
Skillfit - Data Analytics em Transportes;Consultoria de gerenciamento;https://www.skillfit.com.br/;2-10;2014;-, Rio de Janeiro, RJ
Easy Procurement Consultores Associados;Consultoria de gerenciamento;http://www.eprocurement.com.br;0;2020;Rua das Palmeiras, Sala 01, Arraial d' Ajuda Porto Seguro, BA 485100-000,
Aprendiz do Futuro;Consultoria de gerenciamento;11982568551;2-10;2021;São Paulo, São Paulo
Mais Inovação;Consultoria de gerenciamento;http://www.maisinovacao.com;2-10;2018;São Paulo, SP
WMDM Ecosystem Design;Consultoria de gerenciamento;https://www.wmdmeco.com/;2-10;2019;Avenida Nove de Julho 5617, 9th floor, São Paulo, São Paulo 01407-912,
EV5 Consultoria;Consultoria de gerenciamento;http://www.ev5consultoria.com.br;2-10;2003;Rua São Paulo, Blumenau,
TWS Consult;Consultoria de gerenciamento;http://twsconsult.com.br/;2-10;2019;João Pinheiro, MG
Nucleus Performance Ltda;Consultoria de gerenciamento;http://www.nucleusperformance.com.br;0-1;2020;Rua Cancioneiro de Évora, 288, São Paulo, São Paulo 04708-010,
TRIADEHUB;Consultoria de gerenciamento;31;2-10;2019;Belo Horizonte, MG 30330392,
6Target;Consultoria de gerenciamento;http://www.6target.com.br;2-10;2015;Rua Alvaro de Abreu, JARDIM SAO PAULO, SAO PAULO, São Paulo
Acesso Direto Consultores;Consultoria de gerenciamento;(21)2552-8811;2-10;1997;Rua Marquês de Olinda, 64, Bloco 2, 904, Rio de Janeiro, Rj 22251040,
Fagus Consultoria Empresarial;Consultoria de gerenciamento;https://fagusconsultoria.com.br/;0;1995;Av Paulista, 807 - 23o. andar, São Paulo, SP 01311-100,
Akaty;Consultoria de gerenciamento;http://www.akaty.com.br;0;2016;Rua Moliére, Sao Paulo, 04671-090,
Intelectto;Consultoria de gerenciamento;http://www.intelectto.co;2-10;2020;Maceió,
GP8 CLOUD;Consultoria de gerenciamento;https://www.gp8.com.br/;2-10;2021;Rua Guarany 432, Cerquilho , São Paulo 18520073,
Assembler Consultoria Empresarial;Consultoria de gerenciamento;http://www.assemblerconsultoria.com.br;2-10;2001;Av. Rouxinol, 1041, São Paulo, São Paulo
wmaker.co;Consultoria de gerenciamento;http://wmaker.co;11-50;Sem informação;RUA DA UNIVERSIDADE, sn, Palhoça, SC 88137074,
Aquarela Digital Tecnologia;Consultoria de gerenciamento;Principal;0;2018;Avenida Dom Jaime de Barros Câmara, São Bernardo do Campo, São Paulo 09895-400,
Trends Business Consulting;Consultoria de gerenciamento;http://www.trends-house.com;2-10;2018;---, ---, São Paulo, São Paulo 04543-001,
Torobay Inovação e Projetos;Consultoria de gerenciamento;http://www.torobay.com.br;2-10;2017;Vitória,
pretoebran.co marketing & estratégia;Consultoria de gerenciamento;https://www.pretoebran.co/;0;2019;Rua João da Cruz, nº25 - 4º andar, Vitória, Espírito Santo 29055-620,
3RED Consultores;Consultoria de gerenciamento;http://www.3red.com.br;2-10;2018;Sem informação
Consultoria Pontual;Consultoria de gerenciamento;http://linkedin.com/in/saulo-riether-consultoria;2-10;2002;Americana, SP 13467-513,
OSC Consultoria;Consultoria de gerenciamento;https://osc.net.br;2-10;2018;Avenida João Baptista Parra, 633, 1401, Vitória, ES 29052123,
Lean e Agil;Consultoria de gerenciamento;http://leaneagil.com.br;2-10;2004;joao batista ricci , Bairro Varginha, Itajuba, Minas Gerais 37500310,
Asessa Business Intelligence;Consultoria de gerenciamento;https://asessa.com.br;2-10;2019;Rua Pst Germano Ritter, 222, Hortolândia, SP 13184-050,
STRONG Business Advisory and Services;Consultoria de gerenciamento;http://strongbas.co;11-50;2019;Avenida Vida Nova 28, Taboão da Serra, São Paulo 06764-045,
Thinking Inovação;Consultoria de gerenciamento;http://www.thinkinginovacao.com.br;0-1;2013;Avenida Henrique Moscoso, 1019., Vila Velha, Espírito Santo
Essentia Consulting;Consultoria de gerenciamento;+5511996307021;0;2020;Santo André, SP
AddeLux;Consultoria de gerenciamento;http://www.addelux.com.br;2-10;2016;Rua João Coraiola, Curitiba, Paraná
Forward Negócios;Consultoria de gerenciamento;http://www.forwardnegocios.com.br;2-10;2005;Avenida Angélica 2529, São Paulo, SP 01228-200,
INGEP;Consultoria de gerenciamento;http://www.ingepconsultoria.com.br;2-10;Sem informação;Av. Raja Gabaglia 4961 sl118, Belo Horizonte, MG 30360663,
Domus Petra;Consultoria de gerenciamento;http://www.domuspetra.com.br;2-10;2012;Joinville,
B76 Consultoria em Processos de Negócio;Consultoria de gerenciamento;http://www.b76.com.br;2-10;2017;Novo Hamburgo,
Possum Solutions;Consultoria de gerenciamento;http://www.possumsolutions.com;11-50;Sem informação;São Paulo, SP 03648020,
Tactic Action ©;Consultoria de gerenciamento;http://www.tacticaction.com.br;2-10;2015;Anywhere Office, Anywhere Office, Minas Gerais 38000000,
239;Consultoria de gerenciamento;https://doistresnove.com.br;2-10;2017;Avenida Rolf Wiest 277, Joinville, Santa Catarina 89223-005,
4excellence Assessoria Empresarial;Consultoria de gerenciamento;http://www.scriativas.com.br;2-10;2017;Rua Acapulco, 132, Sl 602, Macaé, Rio de Janeiro 27915-110 ,
Catalises;Consultoria de gerenciamento;http://www.catalises.com.br;2-10;Sem informação;São Paulo, SP
2M Soluções;Consultoria de gerenciamento;11;11-50;2020;São Paulo, Sao Paulo
Van Dyk & Co;Consultoria de gerenciamento;https://vandyk.me;2-10;2014;Rua Casa do Ator 888, São Paulo, SP 04546-002,
Flecha Consultoria;Consultoria de gerenciamento;https://flechaconsultoria.negocio.site/;2-10;2015;Pirassununga, São Paulo 13630-000,
LD Consultoria Jurídica e Tecnológica;Consultoria de gerenciamento;https://www.instagram.com/ldconsultoria_;2-10;2021;Avenida Presidente Epitácio Pessoa, Ed. Central Park, sala 1111, João Pessoa, Paraíba 58030904,
obvia;Consultoria de gerenciamento;http://www.obvia.com.br;2-10;2016;Sao Paulo, SP 05000,
Work in Change;Consultoria de gerenciamento;http://www.workinchange.com.br;2-10;Sem informação;Rua Zacarias de Góis 715, 14b, São Paulo, São Paulo 04610-001,
IH Solutions;Consultoria de gerenciamento;http://www.ihsolutions.com.br;0;2015;Avenida Brigadeiro Faria Lima, 4055, Itaim Bibi, São Paulo, 04538-133,
Accordo Consultoria;Consultoria de gerenciamento;http://www.accordo.com.br;0;1996;Rua José Alencar Castelo Branco, 115, São Paulo, São Paulo 05052090,
DigitalMente | Transformação Digital;Treinamento e orientação profissional;Principal;0;2020;Brasília, DF
DHELpro | Cursos e Workshops de Transformação Digital;Treinamento e orientação profissional;http://dhel.pro.br/;0;2010;Avenida Professor Mário Werneck 2021, Belo Horizonte, Minas Gerais 30575180,
Super-Humanos Consultoria;Treinamento e orientação profissional;http://www.protagonismohumano.com.br;2-10;2018;São Paulo,
Mastertech;São Paulo, SP;http://mastertech.com.br;11-50;2015;Av. Brigadeiro Luis Antônio, 2696, Sala 17, São Paulo, SP 01402-000,
Alexander Baer Palestrante;Treinamento e orientação profissional;http://www.alexanderbaer.com.br;2-10;2001;Guilherme Pugsley 1060 cjt 131, Curitiba, Pr 80620000,
MaisMulheresnati;Treinamento e orientação profissional;http://www.maismulheresnati.com;0-1;2017;Av. Paulista, São Paulo, SP 11740000,
CoolHow;Treinamento e orientação profissional;http://www.coolhow.com.br;11-50;2011;Avenida Getúlio Vargas, 804, Belo Horizonte, Minas Gerais 30112-020,
Projetando Pessoas;Treinamento e orientação profissional;http://www.projetandopessoas.com.br;0-1;2010;Alameda Joaquim Nabuco, 479, São Lourenço, Minas Gerais 37470-000,
iconee;Treinamento e orientação profissional;http://www.iconee.com.br;2-10;2016;Savassi, Belo Horizonte, Minas Gerais 30150370,
Agile Academy;Treinamento e orientação profissional;https://agileacademy.work/;2-10;Sem informação;São Paulo, SP
Colaborativa;Treinamento e orientação profissional;http://www.colaborativa.com.br;11-50;2015;Rua Cláudio Soares, 72 - Cj. 1201, Pinheiros, São Paulo, SP 05422-030,
WakeUp Multicarreira;Treinamento e orientação profissional;http://biolinky.co/wakeupmulticarreira;2-10;2016;Porto Alegre ,
GRH Gestão em Recursos Humanos;Treinamento e orientação profissional;http://www.grh.com.br/;0-1;1991;Av República Argentina, 4301, Curitiba, Paraná 81050-000,
Mentto;Treinamento e orientação profissional;http://www.mentto.com.br;11-50;2019;Rua José Antonio Asmar, Pompeia, SP 17580000,
ADAXLY;Treinamento e orientação profissional;http://www.adaptnow.com.br;2-10;2018;Rua Buenos Aires 90, Rio de Janeiro,
Digital Human Brasil;Treinamento e orientação profissional;http://www.digitalhumanbrasil.com.br;0;Sem informação;Gramado, Rio Grande do Sul
Integral Desenvolvimento Humano Ltda;Treinamento e orientação profissional;http://www.integraldh.com.br/;2-10;1989;
Palestras e Conteúdo;Treinamento e orientação profissional;http://www.palestraseconteudo.com.br;2-10;2013;Av. Antartico, 205, São Bernardo do Campo, SP 09726-150,
BPM Master Class;Treinamento e orientação profissional;https://www.bpmmasterclass.com.br;2-10;2015;Rua Araguaia, Rio de Janeiro, RJ 22745-271,
ExpoGestão;Treinamento e orientação profissional;http://www.expogestao.com.br/;11-50;2002;Rua Evaristo da Veiga 101, Joinville, Santa Catarina 89216-215,
FeedFlow;Treinamento e orientação profissional;http://www.feedflow.com.br;2-10;2018;Travessa Belém, 17, BENTO GONÇALVES, RS 95702542,
Scaled Innovation;Treinamento e orientação profissional;https://scaledinnovation.in;2-10;2020;Niteroi, Rio de Janeiro, Niteroi, Rio de Janeiro 24240181,
Prospecta Vendas | Inteligência Comercial;Treinamento e orientação profissional;http://www.prospectavendas.com.br;2-10;2018;Avenida Getúlio Vargas 63, Brusque, Sede 88353-000,
Reflexões e Conexões de um Líder em Transformação!;Treinamento e orientação profissional;https://elydaniel.site/;0;2019;Rua Orestes Baldisserotto 1120, Caxias do Sul, Rio Grande do Sul 95032-260,
Procademy Cursos;Treinamento e orientação profissional;http://www.procademy.com.br;2-10;2020;Macaé, Rio de Janeiro
TEMPO Academy;Treinamento e orientação profissional;https://linktr.ee/tempoacademy;2-10;2019;Sem informação
Carbono Consultoria & Treinamentos;Treinamento e orientação profissional;http://www.carbonoconsultoria.com;2-10;Sem informação;Rua da Conceição 105, Rio de Janeiro, RJ 20051-011,
Chess Innovation;Treinamento e orientação profissional;http://www.chessconsultoria.com.br;2-10;2013;Rua Horta Barbosa, 200, Belo Horizonte, MG 31140260,
Converte Educação Digital;Treinamento e orientação profissional;https://converte.digital;2-10;2019;Rua Plácido de Castro 1063, Sala 403, Caxias do Sul, Rio Grande do Sul 95084-370,
Bee Agil;Treinamento e orientação profissional;https://www.sympla.com.br/agile-challenges--agilidade-na-ciencia-de-dados-desafios-e-aprendizados__1213416;2-10;2020;Belo Horizonte, Minas Gerais
2A3R Inteligência para Negócios;Treinamento e orientação profissional;http://www.2a3r.com.br/;2-10;2018;Joaçaba, SC 89600000,
VIVÊNCIAS CRIATIVAS;Treinamento e orientação profissional;http://www.vivenciascriativas.com;2-10;2018;Tapejara, RS 99950-000,
UX Institute Academy;Treinamento e orientação profissional;Inclui;2-10;2017;Curitiba,
Espaço Psiquismo Saúde e Desenvolvimento Humano;Treinamento e orientação profissional;http://www.psiquismo.com.br;2-10;2015;Alameda São Boaventura, 540, Niteroi, RJ 24120191,
Comunidade Ágil;Treinamento e orientação profissional;https://comunidadeagil.com.br/;0;2019;Rio de Janeiro, RJ
Turn Vision;Treinamento e orientação profissional;https://turn.vision/;2-10;2020;Sem informação
Gaby Academy;Treinamento e orientação profissional;http://www.josegaby.com.br;2-10;2016;São Paulo,
Contadores Digitais;Treinamento e orientação profissional;https://www.instagram.com/contadoresdigitais/;2-10;2018;Rua Lages 485, Joinville, Santa Catarina
Yeahp!;Treinamento e orientação profissional;https://www.produteirodasgalaxias.com.br/semana-galactica-da-gestao-de-produtos?utm_source=linkedin&utm_medium=feed&utm_campaign=convite-semana-galactica;2-10;2014;Barra da Tijuca, Rio de Janeiro, RJ 22631040,
C_Woman Carreira;Treinamento e orientação profissional;https://linktr.ee/cwomancarreira;2-10;2020;São Paulo, Brasil,
Explorers;Treinamento e orientação profissional;http://www.explorersgame.com.br;11-50;2018;Rua Brás Sangiovanni, 9100, São Paulo, São Paulo 01401-002,
Instituto Êxito de Educação.;Treinamento e orientação profissional;http://exitoied.com.br/;2-10;Sem informação;Matriz Tatuapé, São Paulo, São Paulo
BetaLab | Mindset Changers;Treinamento e orientação profissional;http://www.betalab.com.br;2-10;2016;Rua Guararapes 2073, São Paulo,
Game of Transformation;Treinamento e orientação profissional;http://www.gameoftransformation.com.br/;0;Sem informação;São Paulo,
Educ360°;Treinamento e orientação profissional;https://educ360.com/;2-10;Sem informação;av Paulista 171 andar 4, Sao paulo, São Paulo 01311-000,
Agiliza BR;Treinamento e orientação profissional;http://www.agilizabr.com;0;2020;Natal, Rio Grande do Norte 59075740,
coffeetalks;Treinamento e orientação profissional;http://www.coffeetalks.com.br;0-1;2018;São Paulo, são paulo 04613003,
Vivaz Assessoria e Treinamentos;Treinamento e orientação profissional;http://www.vivaztreinamentos.com.br/;0;Sem informação;Campinas,
DBrianza Consultoria e Vida Digital;Treinamento e orientação profissional;https://www.facebook.com/BrianzaConsultoria/?ref=aymt_homepage_panel;2-10;2011;São Paulo, São Paulo
Triple A - Awesome Agile Alliance;Treinamento e orientação profissional;https://www.triplea.global;11-50;2019;Belo Horizonte,
Rodrigo Portes;Treinamento e orientação profissional;11;0-1;2021;São Paulo, SP
Movimento GO ON;Treinamento e orientação profissional;Inclui;11-50;Sem informação;Rua Coronel Vidal Ramos, 501, Blumenau, Santa Catarina 89010-330,
Tuner;Treinamento e orientação profissional;http://tuner.work;2-10;2020;São Paulo, SP
SafeLive;Treinamento e orientação profissional;http://www.safelive.com.br;11-50;2018;Rua Barão do Triunfo, 612, São Paulo , São Paulo 04602002,
Empreendedoria Consulting Group;Treinamento e orientação profissional;(11);2-10;2019;São José dos Campos, São Paulo
Vanessa Milis - Estratégia de Gente e Gestão 4.0;Treinamento e orientação profissional;554888453261;0-1;2010;Florianópolis,
Sprint XP;Treinamento e orientação profissional;https://www.sprintxp.com.br/;2-10;2020;Curitiba,
Hacker Team Academy;Treinamento e orientação profissional;https://hackerteamacademy.com.br;2-10;2019;São Paulo,
Migrar;Treinamento e orientação profissional;https://www.migrar.co;2-10;2018;Avenida Nove de Julho 3452, São Paulo,
NapkinTalk;Treinamento e orientação profissional;http://www.napkintalk.online;2-10;Sem informação;SCLS 306 Bloco A , Loja 30-40 Subsolo e Sobreloja, Brasília, DF 70352-510,
CM4 Marketing e Desenvolvimento Humano;Treinamento e orientação profissional;https://www.facebook.com/cm4.marketing.desenvolvimentohumano/;0;2019;Rio de Janeiro, Rio de janeiro
Rodrigo Schilling;Treinamento e orientação profissional;http://www.rodrigoschilling.com.br;2-10;2013;R. Antônio da Veiga, 105 - Victor Konder , Blumenau, Sc 89012-500,
Propositus;Treinamento e orientação profissional;https://propositus.net;0-1;2020;Alameda dos Eucaliptos Quadra 107 LT 5, 6º Andar, Sala 604, Brasilia, Distrito Federal 71920-010,
Semente Próspera - Desenvolvimento Financeiro;Treinamento e orientação profissional;http://www.sementeprospera.com.br;2-10;2015;Rua Jerônimo José Dias, 75, Florianópolis, SC 88045-100,
Escola Superior de Estratégia e Inovação em Compras;Treinamento e orientação profissional;http://www.eseic.com.br;0;2019;São Paulo, São Paulo 03115020,
W Learning;Treinamento e orientação profissional;http://www.wlearning.com.br;2-10;2020;Rua Barão de Santo Ângelo, 479, Porto Alegre, Rio Grande do Sul 90570-090,
Juliano Kimura;São Paulo, São Paulo;http://www.julianokimura.com.br;0;1980;Rua Cardeal Arco Verde, 928 - Pinheiros , Terceiro Andar - Conjunto 309, São Paulo, São Paulo 02762-090,
Albirio Gonçalves Consultoria Empresarial;Treinamento e orientação profissional;https://albiriogoncalves.com.br;2-10;1998;Rua Ipanguaçu, 1123 / S17, Natal, Rio Grande do Norte 59015-030,
Cogni Academy;Treinamento e orientação profissional;https://cogniacademy.com.br/;2-10;2018;São Paulo,
FuturosX;Treinamento e orientação profissional;https://futurosx.com.br/#;2-10;2018;Avenida Hilário Pereira de Souza 406, Torre 2, Sala 1304, Osasco, São Paulo 06010-170,
SIM - S In Mind;Treinamento e orientação profissional;http://www.sinmind.com.br;2-10;2020;Belo Horizonte, MG
Bimodais Futurismo Competitivo;Treinamento e orientação profissional;http://bimodais.com.br;0-1;2014;Ministro Armando De Alencar, 35/706, Rio de Janeiro, RJ 22471080,
Planejar Digital;Treinamento e orientação profissional;http://www.planejardigital.com.br;2-10;2017;Rua Lages, Rio do Sul, Santa Catarina 89160-000,
FORUM DE INTELIGENCIA DIGITAL;Treinamento e orientação profissional;http://www.fid.net.br;0;2017;Rua Ipiranga 2650, São José do Rio Preto, São Paulo
Escola de Experiência do Cliente;Treinamento e orientação profissional;https://www.fernandocoelhoconsultoria.com/;2-10;2014;Rio de Janeiro, 22210-030,
Iteração Digital;Treinamento e orientação profissional;41;2-10;2018;Curitiba, Paraná 81750000,
Denise Gasparetto - Desenvolvimento de Competências;Treinamento e orientação profissional;http://www.denisegasparetto.com.br;0;2020;Caxias do Sul, RS 95090-050,
Quebra Ice;Treinamento e orientação profissional;http://www.quebraice.com.br;2-10;2019;Porto Velho, Rondônia 76800000,
MMA Digital Marketing;Treinamento e orientação profissional;http://mmadigital.com.br;2-10;2008;Rua Castelhano 60, São Paulo, 05728-040,
